-6.157486280791805378e+00,-1.220495399241854706e+01,-1.557159363185357037e+01,-1.198625591654965916e+01,-1.087118240398922353e+01,-2.044830464345344367e+01,-6.727474578595425747e+00,-1.153996787064814811e+01,-1.006904132220405401e+01,-8.843583192544208771e-01,-1.457971742288668437e+01,-4.474353315250073848e+00,-1.183209453421056523e+01,-8.035000890303625187e-01,-1.863889764023338103e+01,-2.083897361305779850e+00,-1.324139570487897544e+01,-1.174111369017739648e+01,-1.222105939399557428e+01,-2.096929018747728790e+01
-1.579530842853497496e+01,-1.202154262824700481e+01,-8.560022343320374816e+00,-6.827442788965615073e+00,-7.104294706835455386e+00,-1.355348548758288096e+01,-3.847589064018638982e+00,-8.247298944126089992e+00,-1.406257293474111059e+01,-9.685232772522343936e+00,-9.757376346260357991e+00,-6.878400326565298428e+00,-6.865387546042851952e+00,-6.873246093753852815e-02,-1.508108373340117581e+01,-1.190723786237607840e+01,-3.212557237871138227e+00,-8.240413287032399836e+00,-1.175769802927462138e+01,-1.555727311005402314e+01
-2.154304806499583336e+01,-1.182452995323735045e+01,-6.407308725278333839e+00,-9.160590434776960223e+00,-6.695204060881753350e+00,-1.116067815971665311e+01,-1.263577090345867049e+01,-8.237623892036905815e+00,-1.159191913669854479e+01,-1.250154024302055866e+01,-1.187377486580241381e+01,-1.197940293654498234e+01,-1.052410382640437270e+01,-6.992686873183498797e+00,-1.914361936619859605e+01,-8.013112614519073418e+00,-5.416140278530354873e-03,-8.221648334898972621e+00,-7.549612261785739520e+00,-1.068189282156600406e+01
-1.408964159379429226e+01,-6.948555871161119057e+00,-1.203553918971417325e+01,-7.413394095249282501e+00,-2.939649083702192911e+00,-5.954504857827298991e+00,-1.031583621849380528e+01,-4.476719837092789867e+00,-3.607699003159102968e+00,-1.258149220758933140e+01,-5.959469321101963146e+00,-9.088228817891017997e+00,-2.736000939181777003e+00,-1.113524706008256970e+01,-2.164240381041472716e+01,-4.466151977053220534e+00,-7.421536817000077946e+00,-4.090835431029786307e+00,-2.650597883701247159e+00,-3.045318469492604985e-01
-7.400764266363552224e+00,-1.492735940768658764e+01,-6.539431911947314546e+00,-1.304677985460958034e+01,-5.988893545972185338e-03,-1.545372737320809975e+01,-8.343926125731513821e+00,-1.258529941341914160e+01,-6.675993586528240264e+00,-9.425097839496805463e+00,-1.357333961919118615e+01,-1.268986842764628697e+01,-1.389216384626703338e+01,-9.405355771406870957e+00,-1.025187266651597540e+01,-1.968872218339324931e+01,-1.007713688496216520e+01,-6.172635975958304044e+00,-1.052375653653840537e+01,-9.865042586095887245e+00
-1.138073086797977496e+01,-1.184821023934172146e+01,-1.653695868388229684e+01,-7.519651779805876401e+00,-7.349067573806581599e+00,-1.932714958968495367e+01,-1.307422723560543076e+01,-9.890630003037525597e+00,-9.105178315037463221e+00,-6.339861696047872641e+00,-1.502344598536187803e+01,-1.628998987284004230e+01,-8.394933918017674301e+00,-9.041469454881919887e+00,-1.766968088912840074e+01,-6.098584259014883102e-03,-1.381512086440626952e+01,-8.120691967305738501e+00,-6.073246444437059743e+00,-1.419951671429303097e+01
-7.227758865554981149e+00,-4.390207212521647584e+00,-9.043301784829315793e+00,-1.046780814590251474e+01,-1.059198085968978198e+01,-4.484060617076211785e-02,-1.407406994615833717e+01,-1.092138167020926964e+01,-1.246911264045586520e+01,-1.141228634860037339e+01,-7.178859652972747085e+00,-4.516082147299038674e+00,-6.141328428264828609e+00,-2.358473556927708970e+01,-4.244284862798735070e+00,-9.778452444031460189e+00,-1.062633572181686858e+01,-1.754229205856540474e+01,-6.125659965061418077e+00,-9.704874550750597351e+00
-9.497921385476233880e+00,-1.034598588609604519e+00,-1.073721992522081159e+01,-8.517763149034863090e+00,-1.421350591916419326e+01,-7.774979911257799969e+00,-9.995909193498807355e+00,-7.057436391800962383e+00,-1.074878107594817678e+01,-1.380063251816006087e+01,-1.093676407937721251e+01,-4.456194738921271381e-01,-1.004804042209403647e+01,-8.139005234375863651e+00,-9.187585172698932823e+00,-8.873900842151266843e+00,-6.266960026762607328e+00,-1.758034348988096340e+01,-1.020648223176363167e+01,-1.052390147340006621e+01
-1.589153479512853519e-03,-9.053112823318027580e+00,-1.022413516251193322e+01,-7.768309725212136918e+00,-8.803790436839223688e+00,-9.292546304287151671e+00,-1.278580314604801771e+01,-1.311761206826689019e+01,-1.360928188128956329e+01,-1.157620893539721507e+01,-7.389888576185246194e+00,-1.403935212620109496e+01,-1.159191725666192596e+01,-1.148444706313129515e+01,-1.092210743016226182e+01,-9.419854662797320088e+00,-1.587947141357113345e+01,-1.342201572785200092e+01,-1.644360935171194171e+01,-1.108570858308161355e+01
-3.974225230404787368e+00,-1.623571112115298476e+01,-1.223095155065453277e+01,-5.524056926114906396e-01,-1.254413569937258366e+01,-1.162225236682647100e+01,-1.988593692223567899e+01,-1.513894990698255327e+01,-1.476101720838578046e+01,-7.359301547991802472e+00,-9.015393104444399341e+00,-1.558295115229783256e+01,-9.375489608756083726e+00,-4.955904312080305019e+00,-2.091019198746588970e+01,-9.221720973413973788e-01,-9.374671024113908402e+00,-1.506478846879884870e+01,-1.581854074034871616e+01,-1.755412009990254774e+01
-6.914384038126625498e+00,-5.250881687590033486e+00,-8.508015362396371017e+00,-6.904176006051961245e+00,-9.123270341471760858e+00,-7.518714049025905510e-02,-1.471569631353299457e+01,-1.075552072209964294e+01,-9.625699006700042304e+00,-1.441169664113619397e+01,-9.062115269008675256e+00,-5.601170247729235108e+00,-4.830813646139040074e+00,-2.353349534316211589e+01,-3.009868523735452328e+00,-7.191324289429334549e+00,-1.039882170612390944e+01,-1.288298152846243916e+01,-5.869644050413657332e+00,-9.279410206370902969e+00
-1.822442417664459313e+01,-5.472196912996155405e+00,-1.245164914735275730e+01,-1.809355830320236436e+01,-1.187508804637178628e+01,-2.096497252923070320e+01,-1.990138669280786310e+00,-1.132610992720920251e+01,-7.034012185717982923e+00,-1.732478634113835403e-01,-1.155475221240161865e+01,-6.912994930015943673e+00,-1.339128105952365999e+01,-1.104567926447793624e+01,-1.262126887293807975e+01,-4.129120142804989513e+00,-1.729828477349586180e+01,-1.404999928473601756e+01,-8.709383214115405281e+00,-1.907005778197406798e+01
-1.145724599737470584e+01,-1.399354182411478575e+01,-6.630219965708193719e+00,-6.241300551307773503e+00,-1.018635175794460679e+01,-1.564119432764668183e+01,-9.865820744424997457e+00,-1.157593628332533389e-02,-6.245623990831303374e+00,-6.062037243409208465e+00,-8.239500336975044803e+00,-6.720076312294219534e+00,-6.755784864800345346e+00,-1.051967332910439090e+01,-7.658315550395006888e+00,-8.336112424108334196e+00,-1.292686861961362688e+01,-8.503186523162892030e+00,-8.140551228484635971e+00,-1.305666480551504094e+01
-1.579819433505090664e+01,-1.353511070192510779e+01,-1.089944795805296707e+01,-1.283694012571310594e+01,-4.648186275771569065e+00,-2.378055566963941203e+01,-1.058649341437470071e+01,-7.524799916260606736e+00,-1.000699053363421598e+01,-1.000696842512477325e+01,-9.760035104442302156e+00,-1.508974200507855912e+01,-1.650335752223286434e+01,-5.467024166790475093e+00,-1.277475769132998984e+01,-1.161577576504101472e+01,-3.680228850737258028e+00,-4.441491941865437221e-02,-5.606818752173918341e+00,-1.275978232509554289e+01
-1.385126115361611454e+01,-1.462080749295939164e+01,-1.704410164946012429e+01,-1.652166355284654387e+01,-1.405116332630625031e+01,-2.269357267826511304e+01,-1.656835785178324194e+00,-1.020614404740225645e+01,-1.768127809907450398e+01,-4.270206883750943483e+00,-1.318403851382250735e+01,-1.088854224895251654e+01,-1.534878970312486146e+01,-4.757979440502755786e+00,-1.516882710132958323e+01,-2.399952781262100765e-01,-1.575226972367437384e+01,-1.232173227611197142e+01,-1.585599933256404448e+01,-2.170156355990683750e+01
-2.129087320785912496e+01,-1.459365988449654594e+01,-1.640221686909214682e+01,-1.463078583373596331e+01,-1.771835655035403789e+01,-2.363009543899671527e+01,-3.106415579755310991e-02,-1.103188169941071983e+01,-2.606286059128808219e+01,-1.513783009864017259e+01,-1.188706491392354359e+01,-1.338412695290592680e+01,-1.222996240078992436e+01,-7.305492288435409876e+00,-1.261946945454600666e+01,-3.510853194042578007e+00,-1.673901637366632755e+01,-1.159086638540928149e+01,-1.846948515688952952e+01,-1.942559333097977969e+01
-9.799463442665942381e+00,-1.945631911541619713e-02,-1.577473186417812023e+01,-2.004943776794915067e+01,-2.187021070361937092e+01,-1.413754898767705370e+01,-3.971292005142475823e+00,-9.334793682510420965e+00,-1.103803480582207541e+01,-2.759034238687647189e+01,-1.534409075927052513e+01,-1.011874741171564018e+01,-9.074094673260253430e+00,-1.016520417635121021e+01,-1.539964105949830397e+01,-1.691817081517709198e+01,-9.679572987602671930e+00,-1.710770943036530767e+01,-1.640457411678862698e+01,-1.314776462582483063e+01
-2.326934206318493992e+01,-1.407085891841735048e+01,-1.479909313381217117e+01,-2.047295765108663446e+01,-1.164785289437664240e+01,-2.668848019320690668e+01,-5.104965710753361051e-03,-1.194491780517417290e+01,-1.643215854554452804e+01,-5.577215300105078377e+00,-1.346335217726587530e+01,-1.428334485937672760e+01,-1.286810574634749749e+01,-8.595834443394434032e+00,-1.194833389331678930e+01,-6.849151225006735011e+00,-1.186723258411984716e+01,-1.055987238759564661e+01,-1.267168551432078161e+01,-2.189078327787739298e+01
-1.746204583942500577e+01,-7.568824134487893929e+00,-1.060930242667950552e+01,-5.438095006961296107e+00,-1.454995131094053029e+01,-6.539527601541306190e+00,-1.339540545104306446e+01,-1.244090102189669622e+01,-1.729082571372540755e+01,-1.850336730582291977e+01,-1.750129938171167154e+01,-1.485122042279419929e+01,-6.764038334321169701e-03,-1.455457239199116515e+01,-1.708383945984170893e+01,-1.510658926299730531e+01,-9.237061846513613617e+00,-1.254006572497562466e+01,-8.115808816403875525e+00,-1.476685492801163768e+01
-8.385638514340309158e+00,-2.968187482430330260e+00,-1.444487605756091853e+01,-1.285988129583195061e+01,-1.762209052501216533e+01,-2.500396210678964692e+01,-7.039041657236529137e-02,-1.013946178828812528e+01,-1.834735063473613792e+01,-1.887313653642307187e+01,-1.254995929433846058e+01,-1.352965236417329642e+01,-1.025789266398063226e+01,-6.170243472157597608e+00,-1.425602333603368521e+01,-4.256578837368234502e+00,-1.816958330690603418e+01,-1.613972688207147499e+01,-1.500880997555150032e+01,-1.445860564514711477e+01
-1.122124099441390044e+01,-1.477016011881746671e+01,-1.512202039316562896e+01,-9.471596573229106752e+00,-1.428512264199430226e-02,-8.192790240851557826e+00,-1.016510718123868706e+01,-9.999322647041276824e+00,-9.621711664820157495e+00,-9.259863138427604667e+00,-1.491101315089459689e+01,-1.175321131103231309e+01,-1.097232910913776394e+01,-6.682787690646374124e+00,-6.802640332836051407e+00,-4.967438302874189304e+00,-1.586496371979647613e+01,-6.343640793638692266e+00,-6.128765945547891114e+00,-8.167292958239483980e+00
-5.414455220876948083e+00,-1.124485452415904518e+01,-6.877747656620744721e+00,-8.383139591867010409e+00,-6.112945360502141767e+00,-7.880616194823304888e+00,-1.035483404613143854e+01,-4.533147310648111272e+00,-9.709713419109174737e+00,-3.462811164115401130e+00,-2.623228553527672258e+00,-7.155248448283206386e+00,-4.968026742137950258e+00,-1.066526821792958124e+01,-6.246843233799548756e+00,-1.303805694097971468e+01,-1.025476030218251466e+01,-1.847817713840202547e+00,-1.000602843290873523e+01,-3.430901396747566001e-01
-8.544893612567786789e+00,-7.530903736626463896e-02,-1.246851203620785498e+01,-1.444459630424757002e+01,-1.652277009278103748e+01,-1.042045446818054621e+01,-4.015084838438902182e+00,-8.297899257683585716e+00,-1.306183177270847473e+01,-1.803815889430284258e+01,-9.549567560024321722e+00,-2.939259439577203814e+00,-9.884876628588218139e+00,-1.150428062419094033e+01,-1.100609969950096634e+01,-8.178742727804598545e+00,-1.175817874553351139e+01,-2.022129513985590066e+01,-1.093721433428757805e+01,-7.320457772922750017e+00
-1.554373842397843930e+01,-9.556335202469755430e+00,-9.629341577827904786e+00,-4.830065033013967835e+00,-1.112025901750603474e+01,-1.458634789603840787e+01,-1.087152934256723213e+01,-3.888722619267037661e-02,-7.098116998157256496e+00,-8.736514813451265127e+00,-8.337588534980435284e+00,-4.144158785798000899e+00,-8.098473609212502922e+00,-4.694371212043169095e+00,-1.320974381032439204e+01,-6.990529184207241897e+00,-6.261618481172337880e+00,-7.449986883045694341e+00,-1.031437438296881659e+01,-1.226792951606572402e+01
-1.319820518890664485e-02,-8.145274980946327403e+00,-8.489030101624891245e+00,-6.381079408730244928e+00,-1.116873556309647952e+01,-1.050152159555570819e+01,-1.338922880891757750e+01,-1.068454487566799216e+01,-1.101763639489441893e+01,-1.150895457083206352e+01,-6.864988424918957222e+00,-1.354730383616215050e+01,-7.197659449331202275e+00,-5.877786592939328258e+00,-9.292641119492051516e+00,-5.268434104422800246e+00,-1.381630683842184837e+01,-7.093923474406359730e+00,-1.452143750189893190e+01,-8.739164082599724992e+00
-6.651002025137033868e+00,-9.966265207535617066e+00,-6.377521349288712248e-03,-9.727805808507971719e+00,-8.821247484048805987e+00,-7.092642444732968343e+00,-1.142311161274703935e+01,-9.652796433893747974e+00,-8.744413528916448186e+00,-7.140374837059272117e+00,-6.989098354565353333e+00,-9.435142245700690822e+00,-7.674883999432553949e+00,-8.049825119562559195e+00,-7.322781637582525427e+00,-1.510174982012550338e+01,-7.695733234360660369e+00,-9.882999872411135200e+00,-1.634345743696925979e+01,-1.458014861947498275e+01
